full_name,race,gender,age,job_title,state,city,zip_code
Gradey Weston,Hispanic,Male,18,Electrician,New York,Buffalo,14263
Candis Antrag,White,Female,61,Administrative Officer,New York,Syracuse,13251
Putnem Easterling,White,Male,59,Electrician,New York,Bronx,10469
Wilie Lambertson,Black,Female,50,Quality Control Specialist,New York,Rochester,14604
Jasper Grangier,White,Male,65,Software Developer,New York,Rochester,14604
Molly Hemphill,White,Female,40,Electrician,New York,New York City,10029
Moore Viggers,White,Male,46,Teacher,New York,New York City,10014
Adelle Larmett,Black,Female,40,Tax Accountant,New York,Bronx,10464
Constantino Dessant,White,Male,23,Electrician,New York,New York City,10270
Garvey Verick,Hispanic,Male,56,Sales Representative,New York,New York City,10165
Bourke Chastey,White,Male,33,Payment Adjustment Coordinator,New York,New York City,10275
Damon Bown,Black,Male,38,Pharmacist,New York,New York City,10125
Cory Predohl,White,Male,39,Human Resources,New York,New York City,10170
Ganny Jahn,White,Male,45,Food Chemist,New York,New York City,10125
Cart Dilnot,Black,Male,36,Geologist,New York,Utica,13505
Addison Windley,White,Male,59,Professor,New York,New York City,10292
Haven Callan,White,Male,59,Recruiter,New York,Great Neck,11024
Audi Wolfit,White,Female,48,Environmental Tech,New York,Rochester,14619
Spence Axelby,Asian,Male,62,Human Resources,New York,Buffalo,14225
Daniella Welfair,Hispanic,Female,39,Actuary,New York,New York City,10125
Elsbeth Blondelle,White,Female,67,Electrician,New York,Brooklyn,11254
Gage Bartolomucci,Hispanic,Male,46,Paralegal,New York,Buffalo,14210
Alisander Rochford,White,Male,56,Environmental Tech,New York,New York City,10039
Nigel Matten,Other,Male,35,Account Executive,New York,New York City,10099
Fanechka Doblin,White,Female,66,Electrician,New York,Staten Island,10310
Marieann Inwood,White,Female,59,Safety Technician,New York,Albany,12222
Dewitt Bogue,White,Male,61,Software Developer,New York,Rochester,14614
Karalee Clemencon,White,Female,66,Senior Developer,New York,White Plains,10633
Caterina Broddle,White,Female,43,Sales Representative,New York,Brooklyn,11215
Aridatha Medina,White,Female,37,Software Developer,New York,Syracuse,13205
Gabrila Winspar,Black,Female,30,Account Coordinator,New York,New York City,10249
Titos Iacovielli,Hispanic,Male,22,Director of Sales,New York,Albany,12232
Glynn Spacey,White,Male,30,Human Resources,New York,Flushing,11355
Aland Baroche,White,Male,70,Biostatistician,New York,Elmira,14905
Rossy Gibard,White,Male,69,Account Coordinator,New York,Bronx,10469
Edgar Baack,Hispanic,Male,30,Human Resources,New York,New York City,10125
Glenn Prenty,White,Female,53,Social Worker,New York,Hicksville,11854
Tadeo Glastonbury,White,Male,40,Operator,New York,New York City,10115
Vale Jaycock,Asian,Male,39,Electrician,New York,Schenectady,12325
Ancell Dowdle,Black,Male,67,Researcher,New York,Yonkers,10705
Remington Boulde,Asian,Male,57,Automation Specialist,New York,Buffalo,14205
Reggis Volker,White,Male,32,Senior Cost Accountant,New York,New York City,10115
Judon Littrik,Asian,Male,42,Dental Hygienist,New York,New York City,10184
Gustav Dinsale,Hispanic,Male,58,Database Administrator,New York,New York City,10029
Sophi Langhorne,Hispanic,Female,19,Recruiting Manager,New York,Brooklyn,11254
Nikki Sanpher,Black,Female,65,Research Nurse,New York,White Plains,10633
Cam Glasscock,Hispanic,Female,59,Electrician,New York,Jamaica,11407
Galven Cressor,White,Male,25,Systems Administrator,New York,New York City,10160
Gaelan Carette,White,Male,41,Clinical Specialist,New York,New York City,10079
Violet Parlett,White,Female,48,Database Administrator,New York,Rochester,14639
Junie Gatley,Black,Female,45,Account Executive,New York,Jamaica,11407
Jerrome Palatino,White,Male,43,Sales Representative,New York,Albany,12227
Theo Pichan,White,Male,39,Financial Advisor,New York,Jamaica,11480
Analise Yurivtsev,Black,Female,64,Recruiting Manager,New York,Brooklyn,11231
Paddy Wind,White,Male,61,Tax Accountant,New York,Brooklyn,11225
Sela Josefsohn,White,Female,61,Assistant Manager,New York,Brooklyn,11225
Ava Kimber,White,Female,66,Electrician,New York,New York City,10014
Marie-ann Dunnet,White,Female,64,GIS Technical Architect,New York,Albany,12262
Tymothy Iseton,Black,Male,59,Senior Developer,New York,Albany,12227
Titos Grishakov,Hispanic,Male,23,Paralegal,New York,Rochester,14646
Valli Carlyle,Hispanic,Female,28,Financial Advisor,New York,Flushing,11355
Xavier Cardis,Hispanic,Male,20,Electrician,New York,Buffalo,14276
Gavrielle Shwalbe,White,Female,25,Software Developer,New York,New York City,10249
Levy Staterfield,Hispanic,Male,31,Electrician,New York,Buffalo,14225
Jamey Carde,White,Male,33,Software Developer,New York,Albany,12255
Merrili Gotthard.sf,Asian,Female,33,Community Outreach Specialist,New York,New York City,10203
Hazel Cattini,Hispanic,Male,44,Electrician,New York,New York City,10280
Luciano Dullard,White,Male,49,Assistant Media Planner,New York,Syracuse,13210
Allyson Heyfield,White,Female,49,VP Quality Control,New York,Syracuse,13210
Lorita Lonsbrough,Asian,Female,45,Dental Hygienist,New York,Flushing,11355
Darby Worwood,White,Male,53,Accountant,New York,Jamaica,11407
Aldis Fonzo,White,Male,29,Food Chemist,New York,Yonkers,10705
Dorena Losel,White,Female,59,Financial Analyst,New York,Albany,12227
Ash Adacot,Black,Male,40,Human Resources,New York,Bronx,10454
Wang MacRanald,Hispanic,Male,62,Electrician,New York,Buffalo,14276
Rafa Brockwell,White,Female,54,Technical Writer,New York,Hicksville,11854
Else Rosenblatt,White,Female,46,Buget Analyst,New York,New York City,10034
Arty Klimus,Hispanic,Male,56,Junior Executive,New York,New York City,10120
Ardine MacTrustram,Black,Female,44,Safety Technician,New York,Rochester,14652
Jania Bees,Hispanic,Female,65,Legal Assistant,New York,White Plains,10606
Jessalin McTeer,White,Female,50,Health Coach,New York,Rochester,14614
Waly Ghidoni,White,Female,22,Senior Cost Accountant,New York,New York City,10292
Jarrid Elsworth,Black,Male,66,Electrician,New York,Buffalo,14210
Robinet Mashal,White,Female,27,Software Consultant,New York,Jamaica,11431
Munroe Kinner,Hispanic,Male,60,Executive Secretary,New York,New York City,10009
Rene Reichhardt,White,Male,23,Help Desk Technician,New York,New York City,10090
Ferguson Tremble,White,Male,45,Assistant Manager,New York,Jamaica,11431
Pierce Yashaev,Hispanic,Male,55,Cost Accountant,New York,New York City,10099
Bob Sinnock,White,Male,44,Business Systems Development Analyst,New York,Buffalo,14233
Dalia Manzell,White,Female,53,Marketing Assistant,New York,New York City,10004
Aldis Usher,White,Male,30,Executive Assistant,New York,Brooklyn,11231
Galen Heardman,White,Male,37,Software Developer,New York,Brooklyn,11225
Megan Cross,White,Female,56,Electrician,New York,Rochester,14652
Filmer Croston,White,Male,56,Electrician,New York,Jamaica,11447
Hetti Ettery,White,Female,68,Clinical Specialist,New York,Albany,12247
Tracee Dobrowolski,White,Female,71,Automation Specialist,New York,Albany,12255
Raine Eplate,White,Female,41,Electrician,New York,Buffalo,14233
Rube Filgate,Hispanic,Male,46,Operator,New York,Brooklyn,11205
Louella Jakoviljevic,Hispanic,Female,62,Professor,New York,Brooklyn,11220
Jamie Mushart,Black,Female,67,Software Developer,New York,Buffalo,14263
Amii Marti,White,Female,32,Office Assistant,New York,Brooklyn,11231
Cristen Janiak,White,Female,51,Administrative Officer,New York,Brooklyn,11205
Stillman Himsworth,White,Male,43,Electrician,New York,White Plains,10633
Isadore Boomes,Black,Male,40,Recruiting Manager,New York,Jamaica,11407
Edeline Scarisbrick,White,Female,41,GIS Technical Architect,New York,Bronx,10469
Masha Sparshatt,White,Female,49,Electrician,New York,New York City,10115
Belicia Flockhart,White,Female,64,Accountant,New York,Rochester,14609
Melony Von Salzberg,White,Female,33,Accountant,New York,Jamaica,11431
Gerhard Regina,Hispanic,Male,24,Environmental Tech,New York,New York City,10105
Prissie Bausor,White,Female,21,General Manager,New York,New York City,10019
Estevan Hinnerk,White,Male,67,VP Sales,New York,Hicksville,11854
Aguie Ullrich,White,Male,26,Community Outreach Specialist,New York,New York City,10155
Jen Byfford,White,Female,54,Software Consultant,New York,New York City,10184
Heather Spaducci,Hispanic,Female,62,Professor,New York,New York City,10260
Redd Royste,Black,Male,63,Web Designer,New York,Buffalo,14269
Savina Cheverell,White,Female,48,Professor,New York,New York City,10110
Hermine Tremblet,White,Female,70,Quality Control Specialist,New York,Albany,12242
Quintilla Clavey,White,Female,30,Teacher,New York,Jamaica,11470
Janeta Bretton,White,Female,21,Software Developer,New York,Brooklyn,11225
Isidora Filisov,White,Female,27,Community Outreach Specialist,New York,New York City,10105
Paula McCabe,Hispanic,Female,43,VP Marketing,New York,Albany,12210
Saul Gabbidon,White,Male,20,Software Developer,New York,Rochester,14639
Yul Marrable,White,Male,50,GIS Technical Architect,New York,Brooklyn,11225
Sianna Howchin,Black,Female,59,Internal Auditor,New York,Great Neck,11024
Caz Punton,Hispanic,Male,51,GIS Technical Architect,New York,Brooklyn,11205
Dana Pyffe,White,Male,40,Cost Accountant,New York,Rochester,14614
Eachelle Maleck,White,Female,46,Financial Advisor,New York,New York City,10029
Tessi Carlozzi,White,Female,37,Cost Accountant,New York,Brooklyn,11210
Svend Dansken,White,Male,20,Accountant,New York,Schenectady,12305
Lyndsay Wignall,Hispanic,Female,49,Operator,New York,Rochester,14652
Violante Mariner,Black,Female,28,Data Coordiator,New York,Staten Island,10310
Osmond Losselyong,Hispanic,Male,36,Recruiting Manager,New York,Rochester,14639
Magda Badrick,White,Female,61,Software Developer,New York,New York City,10110
Mohandas Stoltz,Black,Male,31,Research Associate,New York,Albany,12262
Warde Adney,Black,Male,63,Financial Analyst,New York,Buffalo,14276
Abagael Ludee,White,Female,25,Senior Sales Associate,New York,Albany,12237
Shurwood Sedcole,White,Male,18,Safety Technician,New York,New York City,10120
Hermina Horlock,Hispanic,Female,42,Professor,New York,Utica,13505
Al Bayfield,White,Male,20,Internal Auditor,New York,New York City,10090
Addison Axton,White,Male,58,General Manager,New York,Schenectady,12305
Paddy Doud,White,Male,42,Human Resources,New York,Rochester,14646
Heinrik Dumbrill,White,Male,19,Occupational Therapist,New York,Brooklyn,11225
Daryle McFetridge,White,Male,23,GIS Technical Architect,New York,Syracuse,13224
Virgilio Grace,White,Male,20,Information Systems Manager,New York,Jamaica,11431
Marlon Geeve,White,Male,69,Software Developer,New York,Bronx,10454
Alec Aleshintsev,White,Male,62,Compensation Analyst,New York,Rochester,14619
Stanislaus Vasilov,White,Male,29,Software Developer,New York,New York City,10110
Lydia Karys,White,Female,50,Software Consultant,New York,New York City,10270
Glen Rosendahl,Hispanic,Female,20,Assistant Media Planner,New York,Schenectady,12305
Bambi Tunaclift,White,Female,28,Professor,New York,New York City,10260
Jessi Alishoner,White,Female,40,Occupational Therapist,New York,Buffalo,14210
Bay Kline,White,Male,27,Software Developer,New York,Albany,12237
Doug Ailsbury,White,Male,53,Professor,New York,Jamaica,11480
Shepperd Curgenuer,White,Male,52,Buget Analyst,New York,New York City,10280
Sheridan Boulder,White,Male,24,VP Product Management,New York,Hicksville,11854
Ermanno Magrannell,White,Male,56,Paralegal,New York,Yonkers,10705
Francesco Agar,White,Male,67,Senior Financial Analyst,New York,Brooklyn,11205
Christos Gray,White,Male,57,Professor,New York,New York City,10099
Anatole Totterdell,Hispanic,Male,44,GIS Technical Architect,New York,Jamaica,11431
Nobe Eickhoff,White,Male,69,Account Executive,New York,Brooklyn,11215
Weylin Quarlis,Black,Male,21,Dental Hygienist,New York,Staten Island,10310
Roderic Rushe,White,Male,54,Associate Professor,New York,Rochester,14619
Jacqueline Weighell,White,Female,71,Professor,New York,Albany,12205
Armando Leupold,Hispanic,Male,36,Professor,New York,Jamaica,11407
Davin Rankin,White,Male,48,Community Outreach Specialist,New York,Albany,12255
Carilyn Swarbrick,White,Female,19,VP Product Management,New York,Great Neck,11024
Florance Cheales,White,Female,34,Software Developer,New York,Staten Island,10305
Britta McTrustey,Hispanic,Female,42,Senior Editor,New York,Jamaica,11407
Melisa Arent,White,Female,23,Systems Administrator,New York,New York City,10203
Remus Connah,Other,Male,49,Professor,New York,New York City,10045
Odetta McGiven,Black,Female,70,Speech Pathologist,New York,New York City,10009
Danni Lartice,White,Female,25,Administrative Officer,New York,Rochester,14646
Irvin Pagitt,Asian,Male,32,Web Designer,New York,Buffalo,14220
Letisha Riddle,White,Female,53,Human Resources,New York,Buffalo,14269
Deeann Raleston,Black,Female,36,Account Coordinator,New York,Utica,13505
Marc Vedekhov,White,Male,57,Operator,New York,Buffalo,14215
Cherri Marusic,White,Female,24,Software Developer,New York,Albany,12227
Marcia Dearnley,White,Female,41,Buget Analyst,New York,Albany,12227
Camella Scolli,White,Female,58,Physical Therapy Assistant,New York,Buffalo,14276
Howard MacCallam,White,Male,32,Senior Financial Analyst,New York,Brooklyn,11247
Raven McNiff,White,Female,45,Operator,New York,Flushing,11355
Kev Pantlin,White,Male,22,Systems Administrator,New York,Syracuse,13205
Lisetta Behnecke,White,Female,28,Compensation Analyst,New York,Brooklyn,11241
Johnath Togher,White,Female,67,Office Assistant,New York,Buffalo,14220
Kathye Grzeszczyk,Hispanic,Female,42,Software Developer,New York,Rochester,14639
Minta Goare,Other,Female,36,Associate Professor,New York,Schenectady,12305
Alie Crebo,White,Female,32,Paralegal,New York,New York City,10045
Olivette Fransson,White,Female,48,Professor,New York,New York City,10024
Doy Yeardley,Hispanic,Male,60,Senior Financial Analyst,New York,New York City,10165
Lindy Orrill,White,Female,18,Data Coordiator,New York,Brooklyn,11215
Adele Usmar,White,Female,67,Professor,New York,Buffalo,14205
Arlen Prydden,White,Male,54,Professor,New York,Bronx,10464
Ab Kliment,Black,Male,39,Financial Analyst,New York,New York City,10120
Dulcia Stollmeier,Black,Female,37,Community Outreach Specialist,New York,Albany,12242
Nancey Prestner,White,Female,42,Office Assistant,New York,Albany,12262
Deva Le Sieur,White,Female,62,Statistician,New York,Syracuse,13224
Walton Krook,Asian,Male,41,Media Manager,New York,Syracuse,13217
Wyatt Shovelbottom,White,Male,37,Biostatistician,New York,New York City,10270
Loralee Welburn,Black,Female,54,Occupational Therapist,New York,Albany,12242
Ike Dabes,White,Male,57,Human Resources,New York,Brooklyn,11225
Dore Dugmore,Asian,Male,24,Tax Accountant,New York,New York City,10110
Raff Maddin,White,Male,58,Systems Administrator,New York,New York City,10155
Wye Peplaw,Black,Male,26,Software Developer,New York,Bronx,10454
Guido Mitchell,Black,Male,60,Professor,New York,Buffalo,14225
Kingston Hiscoe,White,Male,26,Paralegal,New York,New York City,10099
Euell Tattershaw,Black,Male,34,VP Marketing,New York,New York City,10150
Tandi Cairney,Asian,Female,60,VP Sales,New York,Jamaica,11499
Hildegaard Peascod,White,Female,39,Automation Specialist,New York,New York City,10090
Drucie Buller,White,Female,66,Community Outreach Specialist,New York,New York City,10029
Blinni Schneider,White,Female,34,Human Resources,New York,New York City,10150
Maisey Loudwell,American Indian & Alaska Native,Female,30,Senior Editor,New York,Syracuse,13210
Sybille Faulconer,Hispanic,Female,36,Financial Analyst,New York,Albany,12227
Jarrod Abrashkov,Black,Male,34,Occupational Therapist,New York,New York City,10160
